chain,generation,subjID,seqid,seqIN,seqOUT
2,9,2.9,2,112411231442,1244123443
2,9,2.9,3,4124124122214,41241222142
2,9,2.9,4,12341123,12341123
2,9,2.9,5,411241113413,411241131143
2,9,2.9,6,114211431242,1123112411421
2,9,2.9,7,4214423,42142413
2,9,2.9,8,1142114113,1142114113
2,9,2.9,9,412342341123,1421314423
2,9,2.9,10,1423142311423,1142314231123
2,9,2.9,11,123413122413,12231411234
2,9,2.9,12,143211343,113211342134
2,9,2.9,13,42134133421,1432143114232
2,9,2.9,14,1342221342223,1432223142223
2,9,2.9,15,142341423,1432142342
2,9,2.9,16,412341234,412341234
2,9,2.9,17,12431143,124312143
2,9,2.9,18,22132214223,124312123343
2,9,2.9,19,444231414423,14344214142243
2,9,2.9,20,14231421123,14231241211423
2,9,2.9,21,3412341243,341234123
2,9,2.9,22,114311431124,114311431124
2,9,2.9,23,411341142,411341123
2,9,2.9,24,412341224,412341224
2,9,2.9,25,22144213122,412442122343
2,9,2.9,26,412341234122,241234123412322
2,9,2.9,27,232314214,2323414123
2,9,2.9,28,4224221422,422422142
2,9,2.9,29,221423221223,2212214312423
2,9,2.9,30,1243141423,123141423
3,0,3.0,1,314414123322,314414123322
3,0,3.0,2,341411222433,341411222433
3,0,3.0,3,312312421443,312312421443
3,0,3.0,4,332242143114,332242143114
3,0,3.0,5,413243213124,413243213124
3,0,3.0,6,211333142442,211333142442
3,0,3.0,7,342124142313,342124142313
3,0,3.0,8,423123121344,423123121344
3,0,3.0,9,442311233214,442311233214
3,0,3.0,10,143424221313,143424221313
3,0,3.0,11,124214332143,124214332143
3,0,3.0,12,131414432322,131414432322
3,0,3.0,13,333412114224,333412114224
