chain,generation,subjID,seqid,seqIN,seqOUT
3,0,3.0,14,241144323231,241144323231
3,0,3.0,15,231143234412,231143234412
3,0,3.0,16,342144212133,342144212133
3,0,3.0,17,434432322111,434432322111
3,0,3.0,18,314311432242,314311432242
3,0,3.0,19,323242413141,323242413141
3,0,3.0,20,343214134122,343214134122
3,0,3.0,21,113423214234,113423214234
3,0,3.0,22,433114213224,433114213224
3,0,3.0,23,441211243323,441211243323
3,0,3.0,24,214334322141,214334322141
3,0,3.0,25,243211234413,243211234413
3,0,3.0,26,242321133441,242321133441
3,0,3.0,27,342112342413,342112342413
3,0,3.0,28,224413134132,224413134132
3,0,3.0,29,114312324324,114312324324
3,0,3.0,30,421343122341,421343122341
3,10,3.10,1,43144311,43431124
3,10,3.10,2,33332343,33332433
3,10,3.10,3,12431243,12231223
3,10,3.10,4,122341243,12231243
3,10,3.10,5,2223212324,22232124
3,10,3.10,6,222321242133,2221422233
3,10,3.10,7,1243123412431,1243123412431
3,10,3.10,8,23231134,232314113
3,10,3.10,9,143332123,12312333
3,10,3.10,10,2124324321,2432434
3,10,3.10,11,1243124312123,1243124312121
3,10,3.10,12,431143424,434311243
3,10,3.10,13,344313442443,2434311243
3,10,3.10,14,2411243,12431143
3,10,3.10,15,21224312124311,121244122312
3,10,3.10,16,34343412412443,3434343112431
3,10,3.10,17,2133214343214234,11244213
3,10,3.10,18,14431242,1424124
3,10,3.10,19,43224324,12431313
3,10,3.10,20,1124312423431,11243112334
3,10,3.10,21,12143214443,121312444332
3,10,3.10,22,33223143,3322143
3,10,3.10,23,22212123242421,2424213424213442
3,10,3.10,24,2321123,23232114
3,10,3.10,25,23332143,2323114
3,10,3.10,26,4333212343332123,4333212412433312
3,10,3.10,27,21232423214333,124433124432
3,10,3.10,28,2133214313,232144241313
3,10,3.10,29,212324242333,141423332
3,10,3.10,30,21232442321,2124344321
3,1,3.1,1,214334322141,21431441342
3,1,3.1,2,343214134122,1431423134
3,1,3.1,3,114312324324,1431234342
3,1,3.1,4,332242143114,33221431234
3,1,3.1,5,413243213124,4132413214
3,1,3.1,6,333412114224,333121412412
3,1,3.1,7,211333142442,1321441434
3,1,3.1,8,341411222433,341442314233
3,1,3.1,10,342144212133,13421431232
3,1,3.1,11,224413134132,241341321324
3,1,3.1,12,314414123322,31431443233
3,1,3.1,13,131414432322,111314412133
3,1,3.1,14,442311233214,442311234234
3,1,3.1,15,231143234412,234231443412
3,1,3.1,16,241144323231,2343142424
3,1,3.1,17,434432322111,434224311
3,1,3.1,18,124214332143,1231421311
3,1,3.1,19,314311432242,14321433224
3,1,3.1,20,423123121344,1231243142
3,1,3.1,21,113423214234,1134243211
3,1,3.1,22,342112342413,3421432143
3,1,3.1,23,441211243323,4312112433
3,1,3.1,24,342124142313,1241342143
3,1,3.1,25,243211234413,243212344
3,1,3.1,26,433114213224,44321431342
3,1,3.1,27,421343122341,4321431243
3,1,3.1,28,143424221313,1432431212
3,1,3.1,29,323242413141,3232421341
3,1,3.1,30,242321133441,24232411143
3,1,3.1,31,312312421443,31231234123
3,2,3.2,1,44321431342,443121132
3,2,3.2,2,341442314233,241232213
3,2,3.2,3,442311234234,4423142322
3,2,3.2,4,1431423134,142311234
3,2,3.2,6,4132413214,41321324
3,2,3.2,7,1431234342,14312342
3,2,3.2,8,4321431243,432123432
3,2,3.2,9,14321433224,143214322334
3,2,3.2,10,31231234123,31231234123
3,2,3.2,11,243212344,2431134
3,2,3.2,12,241341321324,2413213134
3,2,3.2,13,1231243142,1231241342
3,2,3.2,14,3232421341,32324213
3,2,3.2,15,234231443412,232341223124
3,2,3.2,16,3421432143,43123232
3,2,3.2,17,2343142424,23132432
3,2,3.2,18,21431441342,214311242
3,2,3.2,19,111314412133,1113211421
3,2,3.2,21,1134243211,113243214
3,2,3.2,22,4312112433,43121143
3,2,3.2,23,1241342143,132431243
3,2,3.2,24,1321441434,14213324
3,2,3.2,25,31431443233,321422143
3,2,3.2,26,1231421311,123412331
3,2,3.2,27,333121412412,33312412332
3,2,3.2,28,13421431232,14231422
3,2,3.2,29,24232411143,24231124
3,2,3.2,30,1432431212,12432213
3,2,3.2,31,33221431234,33222123124
3,2,3.2,32,434224311,43243112
3,3,3.3,1,41321324,412341231
3,3,3.3,2,23132432,2313243
3,3,3.3,3,232341223124,343431243
3,3,3.3,4,12432213,124312443
3,3,3.3,5,443121132,443121123
3,3,3.3,6,4423142322,4412124423
3,3,3.3,7,241232213,241233243
3,3,3.3,8,143214322334,123412342343
3,3,3.3,9,142311234,124311423
3,3,3.3,10,32324213,32321243
3,3,3.3,11,1113211421,1132132423
3,3,3.3,12,132431243,1324313243
3,3,3.3,13,33312412332,33312412433
3,3,3.3,14,14312342,1431243
3,3,3.3,15,2413213134,14231243
3,3,3.3,16,14213324,142313423
3,3,3.3,17,43121143,431121343
3,3,3.3,18,321422143,32412134
3,3,3.3,19,43243112,4312433124
3,3,3.3,20,214311242,214322413
3,3,3.3,21,1231241342,123124343
3,3,3.3,23,123412331,124123314
3,3,3.3,24,14231422,14231422
3,3,3.3,25,43123232,43124343
3,3,3.3,26,432123432,43212423
3,3,3.3,27,24231124,24321241
3,3,3.3,28,31231234123,1231231423143
3,3,3.3,29,33222123124,33124312433
3,3,3.3,30,113243214,1123312433
3,3,3.3,31,2431134,24311423
3,4,3.4,1,123124343,124312433
3,4,3.4,2,1123312433,33243112433
3,4,3.4,3,343431243,32343122
3,4,3.4,4,443121123,2231223
3,4,3.4,5,1431243,32431243
3,4,3.4,7,124311423,4124343123
3,4,3.4,8,124312443,124312443
3,4,3.4,9,43212423,2312443
3,4,3.4,10,142313423,424312243
3,4,3.4,11,24311423,22431124
3,4,3.4,12,1132132423,11234423
3,4,3.4,13,1324313243,1324313243
3,4,3.4,15,124123314,12433124
3,4,3.4,16,14231243,14231422
3,4,3.4,17,241233243,24123244
3,4,3.4,18,2313243,2313244
3,4,3.4,20,4412124423,44122443
3,4,3.4,21,1231231423143,1243122343
3,4,3.4,22,24321241,2431243
3,4,3.4,23,32412134,32432134
3,4,3.4,24,431121343,2311243
3,4,3.4,25,4312433124,4312243
3,4,3.4,26,32321243,32321243
3,4,3.4,28,214322413,22133243
3,4,3.4,29,412341231,412341234
3,4,3.4,31,33312412433,3331243124
3,4,3.4,32,123412342343,124312342123
3,4,3.4,34,33124312433,33224312
3,4,3.4,35,14231422,122314423
3,4,3.4,36,43124343,43124343
3,5,3.5,1,44122443,3444214423
3,5,3.5,2,32343122,344214423
3,5,3.5,3,11234423,11241123443
3,5,3.5,4,122314423,122321223
3,5,3.5,5,32321243,3432324123
3,5,3.5,6,4124343123,3142314243
3,5,3.5,7,22431124,223141243142
3,5,3.5,8,32432134,31243123
3,5,3.5,9,3331243124,321114231423
3,5,3.5,10,33243112433,332143214222143
3,5,3.5,11,124312443,1243142443
3,5,3.5,12,2231223,2224231243
3,5,3.5,13,12433124,1243124
3,5,3.5,14,124312433,124312433
3,5,3.5,15,2312443,2431243
3,5,3.5,16,2313244,2312443
3,5,3.5,17,14231422,14231222
3,5,3.5,18,1243122343,12431123443
3,5,3.5,19,2431243,2431243
3,5,3.5,20,22133243,12214431243
3,5,3.5,21,24123244,2314243
3,5,3.5,22,4312243,4312243
3,5,3.5,24,124312342123,1243123443
3,5,3.5,26,424312243,243431224
3,5,3.5,27,412341234,2341231223434123
3,5,3.5,28,33224312,3322412
3,5,3.5,29,32431243,31243124
3,5,3.5,30,1324313243,132431213243
3,5,3.5,31,2311243,23231423
3,5,3.5,32,43124343,43124343
3,6,3.6,1,12431123443,1243114423
3,6,3.6,2,11241123443,112411443243
3,6,3.6,3,1243124,1243124
3,6,3.6,4,132431213243,132431213243
3,6,3.6,5,1243142443,12431244243
3,6,3.6,6,3322412,3322412
3,6,3.6,7,3432324123,34341243213
3,6,3.6,8,43124343,43124343
3,6,3.6,9,2314243,4321243
3,6,3.6,10,332143214222143,332143214332214
3,6,3.6,11,223141243142,22311422321432
3,6,3.6,12,2224231243,2224131442
3,6,3.6,13,23231423,23231423
3,6,3.6,14,321114231423,321114231423
3,6,3.6,15,31243124,31243124
3,6,3.6,16,2431243,2431243
3,6,3.6,17,2341231223434123,12431244312434443
3,6,3.6,18,12214431243,12214412431243
3,6,3.6,19,31243123,31243124
3,6,3.6,20,2431243,2431243
3,6,3.6,21,4312243,43212443
3,6,3.6,22,14231222,14231222
3,6,3.6,23,2312443,2314423
3,6,3.6,24,243431224,2432431124
3,6,3.6,25,344214423,32241223
3,6,3.6,26,3142314243,312241243
3,6,3.6,27,3444214423,344421443
3,6,3.6,28,122321223,122321223
3,6,3.6,29,124312433,124312433
3,6,3.6,30,1243123443,1243123443
3,7,3.7,1,43124343,43144343
3,7,3.7,2,332143214332214,3341233143233
3,7,3.7,3,321114231423,331444142321143
3,7,3.7,4,4321243,4321243
3,7,3.7,5,3322412,33223421
3,7,3.7,6,2432431124,2432431124
3,7,3.7,7,112411443243,112411243243
3,7,3.7,8,2224131442,22212431124
3,7,3.7,9,124312433,124312433
3,7,3.7,10,12431244312434443,124312443124443
3,7,3.7,11,12214412431243,31443122431223
3,7,3.7,12,1243123443,1243123423
3,7,3.7,13,1243114423,1243114243
3,7,3.7,14,32241223,32241223
3,7,3.7,15,1243124,1243124
3,7,3.7,16,31243124,31243124
3,7,3.7,17,2314423,2314423
3,7,3.7,18,23231423,232314423
3,7,3.7,19,344421443,344412443
3,7,3.7,20,12431244243,12431244243
3,7,3.7,21,312241243,31243144243
3,7,3.7,22,34341243213,33434124314323
3,7,3.7,23,31243124,31243124
3,7,3.7,24,2431243,2431243
3,7,3.7,25,43212443,43212443
3,7,3.7,26,122321223,122321223
3,7,3.7,27,22311422321432,2232122323221232
3,7,3.7,28,2431243,2431243
3,7,3.7,29,132431213243,132412341243
3,7,3.7,30,14231222,14231222
3,8,3.8,1,122321223,1222431243
3,8,3.8,2,22212431124,2221432143
3,8,3.8,3,43144343,4314443143
3,8,3.8,4,2432431124,4243243112431
3,8,3.8,5,2232122323221232,2223232123
3,8,3.8,6,2314423,2311123
3,8,3.8,7,3341233143233,222312322234314232
3,8,3.8,8,344412443,33343143
3,8,3.8,9,43212443,43143443
3,8,3.8,10,1243124,124312431
3,8,3.8,11,31243124,2142322243
3,8,3.8,12,124312433,12432124333
3,8,3.8,13,112411243243,11243112343
3,8,3.8,14,31243124,31243231243
3,8,3.8,15,2431243,2431243
3,8,3.8,16,33434124314323,3332423322212432143
3,8,3.8,17,1243114243,214321443
3,8,3.8,18,1243123423,12431234241
3,8,3.8,19,31443122431223,23124433124443
3,8,3.8,20,14231222,14231222
3,8,3.8,21,124312443124443,21243214321222432143
3,8,3.8,22,4321243,43211143
3,8,3.8,23,31243144243,3142224331243
3,8,3.8,24,2431243,21432143
3,8,3.8,25,33223421,3322321
3,8,3.8,26,232314423,232311143
3,8,3.8,27,12431244243,212224321222431
3,8,3.8,28,32241223,23332143
3,8,3.8,29,132412341243,1243124311
3,8,3.8,30,331444142321143,212342111234241
3,9,3.9,1,2221432143,2223212324
3,9,3.9,2,232311143,23231134
3,9,3.9,3,4243243112431,34343412412443
3,9,3.9,4,11243112343,1124312423431
3,9,3.9,5,214321443,2133214313
3,9,3.9,6,21243214321222432143,2133214343214234
3,9,3.9,7,23332143,23332143
3,9,3.9,8,12432124333,21232423214333
3,9,3.9,9,2431243,2411243
3,9,3.9,10,2142322243,2124324321
3,9,3.9,11,1243124311,1243124312123
3,9,3.9,12,212224321222431,21224312124311
3,9,3.9,13,12431234241,1243123412431
3,9,3.9,14,1222431243,122341243
3,9,3.9,15,124312431,12431243
3,9,3.9,16,31243231243,344313442443
3,9,3.9,17,43211143,43224324
3,9,3.9,18,3332423322212432143,4333212343332123
3,9,3.9,19,3142224331243,143332123
3,9,3.9,20,14231222,14431242
3,9,3.9,21,4314443143,431143424
3,9,3.9,22,43143443,43144311
3,9,3.9,23,21432143,12143214443
3,9,3.9,24,3322321,33223143
3,9,3.9,25,33343143,33332343
3,9,3.9,26,2311123,2321123
3,9,3.9,27,23124433124443,212324242333
3,9,3.9,28,2223232123,222321242133
3,9,3.9,29,212342111234241,21232442321
3,9,3.9,30,222312322234314232,22212123242421
4,0,4.0,1,413232124341,413232124341
4,0,4.0,2,231241243341,231241243341
4,0,4.0,3,421434322113,421434322113
4,0,4.0,4,234142214133,234142214133
4,0,4.0,5,134342131224,134342131224
4,0,4.0,6,311221334424,311221334424
4,0,4.0,7,141333212424,141333212424
4,0,4.0,8,314123423142,314123423142
4,0,4.0,9,211333242414,211333242414
4,0,4.0,10,413423142231,413423142231
4,0,4.0,11,211312342344,211312342344
4,0,4.0,12,131422312443,131422312443
4,0,4.0,13,312134412432,312134412432
4,0,4.0,14,341413422123,341413422123
4,0,4.0,15,211244233134,211244233134
4,0,4.0,16,233114434212,233114434212
4,0,4.0,17,433314214212,433314214212
4,0,4.0,18,114213344232,114213344232
4,0,4.0,19,241211334432,241211334432
4,0,4.0,20,233421234114,233421234114
4,0,4.0,21,242441331321,242441331321
4,0,4.0,22,313242134124,313242134124
4,0,4.0,23,313143214224,313143214224
4,0,4.0,24,131233142424,131233142424
4,0,4.0,25,314112332424,314112332424
4,0,4.0,26,223243311441,223243311441
4,0,4.0,27,324313221414,324313221414
4,0,4.0,28,321331144224,321331144224
4,0,4.0,29,134341232412,134341232412
4,0,4.0,30,412334131224,412334131224
4,10,4.10,1,12431243143,12343124312341
4,10,4.10,2,143134213,1431342
4,10,4.10,3,11321134,11341134
4,10,4.10,4,1234123414,123412344
4,10,4.10,5,134413442,134413442
4,10,4.10,6,124312341243,123412431234124
4,10,4.10,7,132413241,132413241
4,10,4.10,8,11231123,11231123
4,10,4.10,9,134413442,134413442
4,10,4.10,10,12431243,12431243
4,10,4.10,11,34443443444314,3444344344414
4,10,4.10,12,144414421,144414421
4,10,4.10,13,12441244123,124412443
4,10,4.10,14,1143114312,14311431143142
4,10,4.10,15,244414442,244414442
4,10,4.10,16,41241213,41241213
4,10,4.10,17,431131423,44341341324132
4,10,4.10,18,14221422122,14221422122
4,10,4.10,19,413132314,3413413243143
4,10,4.10,20,44134413,44134413
4,10,4.10,21,1424134212,1431421422
4,10,4.10,22,413241321,413241321
4,10,4.10,23,1341341,1341341
4,10,4.10,24,412421124123,34124124123
4,10,4.10,25,412342314,4123412413
4,10,4.10,26,2144313341433,2214321434122
4,10,4.10,27,12431234433434,12341234334434
4,10,4.10,28,13421324124,134213241343
4,10,4.10,29,14331344124,1433134142
4,10,4.10,30,142314231,142314231
4,1,4.1,1,131233142424,1243412341422
4,1,4.1,2,341413422123,12434123441
4,1,4.1,3,241211334432,1243421234421
4,1,4.1,4,421434322113,32414344124341
4,1,4.1,5,433314214212,41443441424431
4,1,4.1,6,234142214133,324324123441241
4,1,4.1,7,231241243341,24123341
4,1,4.1,8,233421234114,233412334
4,1,4.1,9,233114434212,233412334412
4,1,4.1,10,413423142231,414334124341
4,1,4.1,11,242441331321,1243341232421
4,1,4.1,12,314123423142,34123431323431
4,1,4.1,13,321331144224,32414231341
4,1,4.1,14,311221334424,33414324242431
4,1,4.1,15,223243311441,234144341
4,1,4.1,16,324313221414,3412344121
4,1,4.1,17,131422312443,1423412414241
4,1,4.1,18,312134412432,3241343241
4,1,4.1,19,313242134124,32413241
4,1,4.1,20,211333242414,3124344124341
4,1,4.1,21,211244233134,422341223441
4,1,4.1,22,134341232412,124342123441
4,1,4.1,23,141333212424,1424124344143
4,1,4.1,24,134342131224,14324124344
4,1,4.1,25,314112332424,14334143341
4,1,4.1,26,412334131224,12433412341
4,1,4.1,27,114213344232,123441243
4,1,4.1,28,313143214224,34143341234
4,1,4.1,29,413232124341,34143241434
4,1,4.1,30,211312342344,143243441434
4,2,4.2,1,32414344124341,132143241324
4,2,4.2,2,1243412341422,11314124313241324
4,2,4.2,3,124342123441,11243124311
4,2,4.2,4,24123341,1241243124324
4,2,4.2,5,422341223441,42331424
4,2,4.2,6,1424124344143,4414231421412
4,2,4.2,7,34143341234,11234123412341234
4,2,4.2,8,3241343241,132413241321324
4,2,4.2,9,1243421234421,123431242
4,2,4.2,10,41443441424431,411341243124132
4,2,4.2,11,3124344124341,12313243124312
4,2,4.2,12,414334124341,4441324132431
4,2,4.2,13,234144341,41243124213
4,2,4.2,14,233412334,233433421
4,2,4.2,15,14334143341,11422143341
4,2,4.2,16,12433412341,1224313241
4,2,4.2,17,32413241,13241321
4,2,4.2,18,34143241434,341123421
4,2,4.2,19,14324124344,123411423
4,2,4.2,20,3412344121,3124312341214131
4,2,4.2,21,33414324242431,33413234313434312
4,2,4.2,23,32414231341,1134213141324
4,2,4.2,24,12434123441,12341331234
4,2,4.2,25,1243341232421,24123412421234
4,2,4.2,26,143243441434,12441324413243
4,2,4.2,27,324324123441241,3243243121243
4,2,4.2,28,233412334412,2332441322143
4,2,4.2,29,34123431323431,32413241243142
4,2,4.2,30,1423412414241,12231231243124312413
4,2,4.2,31,123441243,1234412341
4,3,4.3,1,132143241324,132431324
4,3,4.3,2,233433421,21334133421
4,3,4.3,3,4414231421412,44142314234
4,3,4.3,4,1241243124324,13123412341321
4,3,4.3,5,11234123412341234,11234123412341234
4,3,4.3,6,1134213141324,11434123432441
4,3,4.3,7,32413241243142,1234123411344
4,3,4.3,8,11243124311,1134123413342
4,3,4.3,9,123431242,12343124
4,3,4.3,10,12441324413243,1244134412443
4,3,4.3,11,41243124213,4124312431
4,3,4.3,12,12313243124312,124312431224134
4,3,4.3,13,24123412421234,2413412341
4,3,4.3,14,13241321,132413243
4,3,4.3,15,411341243124132,44314124314234
4,3,4.3,16,1224313241,4113241341
4,3,4.3,17,4441324132431,4441324132431
4,3,4.3,18,132413241321324,1324132413413424
4,3,4.3,19,341123421,341123412341
4,3,4.3,20,12231231243124312413,124341341234341
4,3,4.3,21,1234412341,123441234341
4,3,4.3,22,11422143341,1142311341
4,3,4.3,23,12341331234,123412311234
4,3,4.3,24,11314124313241324,112411234341
4,3,4.3,25,33413234313434312,4423143412
4,3,4.3,26,3243243121243,32432441243
4,3,4.3,27,123411423,12341123441243
4,3,4.3,28,3124312341214131,3123412344121
4,3,4.3,29,2332441322143,223412343322143
4,3,4.3,30,42331424,42341244123
4,4,4.4,1,4441324132431,4444143444
4,4,4.4,2,4124312431,412441243434
4,4,4.4,3,1234123411344,2134213421341134
4,4,4.4,4,12343124,12343124
4,4,4.4,5,4113241341,41332413
4,4,4.4,6,13123412341321,1312343413143424
4,4,4.4,7,1324132413413424,1324132413421341
4,4,4.4,8,1142311341,1132413
4,4,4.4,9,132431324,1324313
4,4,4.4,10,44314124314234,13431324
4,4,4.4,11,32432441243,324324434412
4,4,4.4,12,21334133421,13244123
4,4,4.4,13,11434123432441,41132411324
4,4,4.4,14,341123412341,412341234123
4,4,4.4,15,12341123441243,123123414124123
4,4,4.4,16,124312431224134,12431243123
4,4,4.4,17,124341341234341,12431243434143
4,4,4.4,18,4423143412,4124412421
4,4,4.4,19,11234123412341234,1231234123412341
4,4,4.4,20,1244134412443,14123412343412
4,4,4.4,21,123412311234,141232343412
4,4,4.4,22,112411234341,12312312443
4,4,4.4,23,42341244123,42341234123
4,4,4.4,24,123441234341,123434141123
4,4,4.4,25,3123412344121,31234123412321
4,4,4.4,26,223412343322143,213324132
4,4,4.4,27,44142314234,444132444144234
4,4,4.4,28,1134123413342,112341121134
4,4,4.4,29,132413243,1324132413
4,4,4.4,30,2413412341,241324132134
4,5,4.5,1,1132413,1132413
4,5,4.5,2,12431243434143,12431243434313
4,5,4.5,3,13244123,13242413
4,5,4.5,4,141232343412,142413241343
4,5,4.5,5,412441243434,41244124343414
4,5,4.5,6,1312343413143424,13413241342414
4,5,4.5,7,13431324,13431342
4,5,4.5,8,31234123412321,314231243412
4,5,4.5,9,14123412343412,1214121324
4,5,4.5,10,12343124,124123412
4,5,4.5,11,123123414124123,123123424123
4,5,4.5,12,1231234123412341,123123412341
4,5,4.5,13,42341234123,423423421423
4,5,4.5,14,41332413,41234123
4,5,4.5,15,12431243123,12431243123
4,5,4.5,16,12312312443,12312312443
4,5,4.5,17,324324434412,324322342143
4,5,4.5,18,4124412421,4214221421
4,5,4.5,19,112341121134,11231124123
4,5,4.5,20,241324132134,241324134231
4,5,4.5,21,444132444144234,44414442434
4,5,4.5,22,412341234123,412341234123
4,5,4.5,23,1324132413421341,1324132413421321
4,5,4.5,24,4444143444,444413441443
4,5,4.5,25,213324132,21432413241
4,5,4.5,27,2134213421341134,2134213421341134
4,5,4.5,28,41132411324,241342132313
4,5,4.5,29,1324132413,1324132413
4,5,4.5,30,123434141123,1234123413314
4,5,4.5,32,1324313,1324131
4,6,4.6,1,1324132413,1324132413
4,6,4.6,2,12431243434313,1324132413443
4,6,4.6,3,41234123,41234123
4,6,4.6,4,142413241343,1324134342
4,6,4.6,5,1234123413314,134213421322
4,6,4.6,6,13431342,13431344
4,6,4.6,7,1132413,11231123
4,6,4.6,8,314231243412,3123314341
4,6,4.6,9,1214121324,1324134313
4,6,4.6,10,123123424123,124312133124
4,6,4.6,11,412341234123,41243134341
4,6,4.6,12,12431243123,1243124343
4,6,4.6,13,1324132413421321,132413241413
4,6,4.6,14,1324131,1324123
4,6,4.6,15,13413241342414,13413421342
4,6,4.6,16,12312312443,123412431243
4,6,4.6,17,44414442434,444144424431
4,6,4.6,18,4214221421,443244124321
4,6,4.6,19,123123412341,124312341241
4,6,4.6,20,241324134231,14231423413
4,6,4.6,21,13242413,13242413
4,6,4.6,22,21432413241,2412141341
4,6,4.6,23,2134213421341134,214322131423
4,6,4.6,24,444413441443,4442144431341
4,6,4.6,25,11231124123,114311231421
4,6,4.6,26,41244124343414,4413442141343431
4,6,4.6,27,241342132313,2413243342143
4,6,4.6,28,124123412,1234123412423
4,6,4.6,29,423423421423,421342434231
4,6,4.6,30,324322342143,421342121423
4,7,4.7,1,1324123,1124123
4,7,4.7,2,124312133124,12431243
4,7,4.7,3,214322131423,21321432143
4,7,4.7,4,124312341241,124312341243
4,7,4.7,6,1324132413443,12441244123
4,7,4.7,7,1324132413,13441344143
4,7,4.7,8,134213421322,13421342132
4,7,4.7,9,132413241413,14221422123
4,7,4.7,10,14231423413,14231423141
4,7,4.7,12,1234123412423,12341234121
4,7,4.7,13,2412141341,2414441
4,7,4.7,14,13413421342,1341341
4,7,4.7,15,1324134342,13241324123
4,7,4.7,16,11231123,11231123
4,7,4.7,17,13242413,1344143
4,7,4.7,18,444144424431,444144424
4,7,4.7,19,4442144431341,244414442
4,7,4.7,20,3123314341,3211231
4,7,4.7,21,41243134341,4143143
4,7,4.7,22,13431344,13441343
4,7,4.7,23,4413442141343431,44134413
4,7,4.7,24,41234123,41234123
4,7,4.7,25,1324134313,1324132413
4,7,4.7,26,443244124321,4434443134
4,7,4.7,28,421342434231,42134212
4,7,4.7,30,1243124343,1243124343
4,7,4.7,31,421342121423,42134212
4,7,4.7,32,114311231421,11431142
4,7,4.7,33,123412431243,12431234343
4,7,4.7,34,2413243342143,14231423
4,8,4.8,1,42134212,42134212
4,8,4.8,2,41234123,41234123
4,8,4.8,3,1243124343,1243124343
4,8,4.8,4,124312341243,124312341243
4,8,4.8,5,14231423,14231423
4,8,4.8,6,4434443134,443444344314
4,8,4.8,7,444144424,444144424
4,8,4.8,8,244414442,244414442
4,8,4.8,9,2414441,2414441
4,8,4.8,10,1344143,1344143
4,8,4.8,11,12431243,12431243
4,8,4.8,12,12341234121,123412341
4,8,4.8,13,14231423141,14231423141
4,8,4.8,14,13241324123,13241324123
4,8,4.8,15,11231123,11231123
4,8,4.8,16,44134413,44134413
4,8,4.8,17,13441344143,13441344143
4,8,4.8,18,12431234343,12431234343
4,8,4.8,19,13441343,13441343
4,8,4.8,20,1341341,1341341
4,8,4.8,21,21321432143,2132134214
4,8,4.8,22,12441244123,12441244123
4,8,4.8,23,14221422123,14221422123
4,8,4.8,24,42134212,421324212
4,8,4.8,25,1324132413,1324132413
4,8,4.8,26,3211231,32143211
4,8,4.8,27,4143143,4121412
4,8,4.8,28,13421342132,13421342132
4,8,4.8,29,1124123,1124113
4,8,4.8,30,11431142,11431142
4,9,4.9,1,13441344143,14331344124
4,9,4.9,2,32143211,431131423
4,9,4.9,3,2132134214,413132314
4,9,4.9,4,13441343,134413442
4,9,4.9,5,1341341,1341341
4,9,4.9,6,41234123,413241321
4,9,4.9,7,11431142,11321134
4,9,4.9,8,1124113,11231123
4,9,4.9,9,244414442,244414442
4,9,4.9,10,14221422123,14221422122
4,9,4.9,11,13241324123,1424134212
4,9,4.9,12,444144424,144414421
4,9,4.9,13,44134413,44134413
4,9,4.9,14,4121412,41241213
4,9,4.9,15,11231123,1143114312
4,9,4.9,16,1243124343,12431243143
4,9,4.9,17,124312341243,124312341243
4,9,4.9,18,443444344314,34443443444314
4,9,4.9,19,13421342132,13421324124
4,9,4.9,20,14231423141,143134213
4,9,4.9,21,42134212,412342314
4,9,4.9,22,14231423,142314231
4,9,4.9,23,12441244123,12441244123
4,9,4.9,24,421324212,412421124123
4,9,4.9,25,123412341,1234123414
4,9,4.9,26,1344143,2144313341433
4,9,4.9,27,1324132413,132413241
4,9,4.9,28,2414441,134413442
4,9,4.9,29,12431234343,12431234433434
4,9,4.9,30,12431243,12431243
